id,Soil_Type,Soil_pH,Soil_Moisture,Organic_Carbon,Electrical_Conductivity,Temperature_C,Humidity,Rainfall_mm,Sunlight_Hours,Wind_Speed_kmh,Crop_Type,Crop_Growth_Stage,Season,Irrigation_Type,Water_Source,Field_Area_hectare,Mulching_Used,Previous_Irrigation_mm,Region,Irrigation_Need
346667,Silt,7.38,51.38,0.88,1.61,24.23,41.05,811.51,4.02,3.68,Rice,Flowering,Kharif,Canal,River,7.46,Yes,111.63,South,Low
572187,Clay,5.69,22.19,0.59,1.51,34.61,25.18,127.49,9.74,5.07,Wheat,Vegetative,Rabi,Drip,Reservoir,10.48,Yes,99.26,South,High
425433,Clay,7.66,44.54,0.79,0.54,32.05,64.76,1625.65,9.56,15.88,Rice,Flowering,Rabi,Drip,Groundwater,5.76,Yes,81.27,North,Medium
612508,Clay,5.45,49.86,0.57,0.48,30.63,32.36,931.09,6.93,4.48,Sugarcane,Harvest,Rabi,Canal,Groundwater,8.99,No,95.28,East,Low
204326,Loamy,7.24,29.13,1.41,1.94,15.77,92.75,2263.24,4.44,18.33,Cotton,Harvest,Zaid,Rainfed,Groundwater,11.18,Yes,112.89,West,Low
537980,Loamy,5.54,57.57,1.12,0.82,33.07,94.76,1847.48,10.26,9.23,Rice,Harvest,Kharif,Sprinkler,Reservoir,7.54,No,80.16,North,Low
373014,Silt,7.09,59.32,1.08,2.81,14.11,87.02,2471.69,10.81,16.74,Cotton,Vegetative,Rabi,Rainfed,Rainwater,8.56,Yes,12.62,West,Low
42468,Silt,6.12,25.95,0.43,2.34,15.11,78.89,2281.72,10.67,4.82,Maize,Flowering,Kharif,Drip,River,2.47,Yes,87.95,Central,Low
485366,Silt,5.66,16.42,1.47,1.71,27.35,53.61,1691.82,7.86,15.53,Maize,Vegetative,Kharif,Canal,Rainwater,7.48,Yes,86.64,South,Medium
441317,Clay,5.37,58.77,0.56,2.33,38.11,35.55,942.17,9.74,1.91,Rice,Harvest,Zaid,Rainfed,River,3.31,Yes,89.88,North,Low
171484,Clay,5.92,17.11,0.94,0.25,22.37,78.48,761.59,7.95,15.92,Sugarcane,Flowering,Kharif,Rainfed,Rainwater,9.93,No,36.2,North,Medium
570086,Sandy,6.0,52.46,0.8,0.92,12.22,73.67,2221.52,6.31,1.13,Cotton,Harvest,Zaid,Rainfed,Reservoir,2.88,No,113.38,West,Low
113546,Clay,5.53,26.17,1.07,2.56,40.49,28.12,2422.87,8.66,15.95,Rice,Flowering,Zaid,Canal,River,2.73,Yes,59.56,Central,Medium
250179,Silt,4.88,57.3,1.29,0.85,20.75,69.1,1547.16,6.71,19.35,Potato,Vegetative,Rabi,Rainfed,Groundwater,2.38,Yes,53.47,South,Low
345727,Clay,6.27,57.46,0.6,3.01,38.94,48.53,1088.65,7.65,7.83,Potato,Flowering,Kharif,Sprinkler,Rainwater,9.07,Yes,53.71,West,Medium
576950,Clay,6.51,20.3,1.59,1.93,33.71,88.83,1654.2,4.9,18.7,Rice,Harvest,Zaid,Sprinkler,River,7.12,Yes,112.2,South,Medium
404133,Loamy,5.24,47.32,1.51,3.29,25.98,27.06,1515.88,10.42,7.03,Sugarcane,Vegetative,Kharif,Drip,Reservoir,5.55,No,73.29,South,Low
364957,Silt,6.83,17.22,0.32,2.84,35.74,82.41,2076.0,6.54,4.96,Cotton,Flowering,Rabi,Rainfed,Rainwater,11.23,Yes,49.41,East,Medium
560548,Clay,6.33,21.1,1.05,2.09,12.4,79.38,2263.49,7.18,17.97,Wheat,Flowering,Zaid,Sprinkler,River,8.21,No,62.66,West,Medium
436618,Loamy,6.83,64.81,1.26,0.39,17.52,54.76,1587.55,7.59,14.76,Wheat,Sowing,Rabi,Rainfed,Rainwater,0.87,No,66.1,West,Low
11849,Silt,6.49,11.67,1.38,0.83,32.38,38.13,1695.44,5.79,17.09,Sugarcane,Flowering,Kharif,Canal,Groundwater,9.24,No,6.12,West,High
315727,Sandy,6.08,60.53,0.78,3.36,36.66,28.69,536.42,4.97,15.21,Maize,Sowing,Zaid,Canal,Reservoir,3.4,No,31.69,East,Low
184204,Clay,7.2,31.41,0.31,0.33,37.57,85.0,2062.68,8.43,3.07,Maize,Sowing,Rabi,Rainfed,Reservoir,5.5,Yes,30.46,East,Low
477664,Loamy,5.63,13.56,0.52,2.86,26.66,92.95,1581.49,5.58,3.2,Potato,Flowering,Kharif,Rainfed,River,5.68,Yes,44.97,Central,Medium
216999,Loamy,5.94,46.87,0.59,2.46,40.66,30.39,2307.83,10.69,19.45,Potato,Flowering,Zaid,Drip,Rainwater,7.49,Yes,108.2,East,Medium
394366,Sandy,7.1,43.92,1.5,0.89,27.15,55.69,1709.33,5.53,10.87,Rice,Harvest,Zaid,Canal,Reservoir,2.9,No,89.51,North,Low
259506,Sandy,7.34,41.79,1.27,0.65,35.8,29.01,1643.09,4.06,6.73,Potato,Vegetative,Rabi,Drip,Rainwater,7.28,No,44.09,West,Medium
552366,Loamy,5.31,42.4,1.05,2.9,35.81,72.18,514.9,7.01,4.07,Cotton,Sowing,Rabi,Drip,Groundwater,5.76,No,118.36,West,Low
62877,Sandy,5.73,57.94,1.39,0.72,28.51,64.04,2046.3,5.62,15.59,Cotton,Harvest,Kharif,Canal,Groundwater,4.99,Yes,110.07,Central,Low
370812,Clay,6.04,11.48,1.05,0.2,13.42,81.72,2470.36,6.41,12.49,Rice,Sowing,Zaid,Drip,River,3.26,No,27.99,Central,Medium
158630,Loamy,7.96,63.1,1.57,1.81,14.71,41.43,486.29,7.95,12.13,Sugarcane,Harvest,Rabi,Sprinkler,Reservoir,7.18,No,34.63,South,Low
537817,Loamy,7.38,35.94,0.46,1.75,16.44,40.57,1176.65,5.3,7.49,Maize,Sowing,Zaid,Sprinkler,Reservoir,13.42,No,119.72,Central,Low
520422,Sandy,7.09,57.68,0.43,0.93,36.68,73.18,1297.3,10.02,7.62,Wheat,Harvest,Rabi,Drip,Reservoir,12.81,No,51.48,East,Low
400163,Clay,6.78,19.84,1.06,2.13,41.35,79.97,1727.46,6.95,14.16,Sugarcane,Flowering,Rabi,Sprinkler,Reservoir,12.88,No,80.79,Central,High
61199,Silt,5.14,27.48,0.88,0.15,13.2,44.45,2233.51,5.49,2.44,Wheat,Harvest,Rabi,Drip,River,9.78,No,91.82,South,Low
532937,Loamy,5.36,50.48,1.31,3.36,25.04,54.66,1337.98,8.0,8.32,Rice,Vegetative,Kharif,Sprinkler,River,5.37,No,101.7,East,Low
573399,Silt,5.85,28.25,1.28,0.5,24.11,28.22,1768.08,10.17,14.69,Maize,Harvest,Zaid,Sprinkler,Groundwater,13.15,Yes,0.7,Central,Low
104145,Loamy,7.72,21.16,0.82,1.59,18.08,75.44,1040.6,7.6,11.59,Sugarcane,Harvest,Zaid,Sprinkler,River,4.97,No,110.04,West,Medium
506539,Silt,7.53,37.75,0.89,2.69,24.66,89.19,1898.87,7.97,14.98,Rice,Flowering,Kharif,Rainfed,Reservoir,11.86,No,57.44,West,Medium
339811,Clay,6.46,8.61,0.95,3.32,18.27,74.78,937.31,6.35,3.36,Potato,Harvest,Kharif,Canal,Reservoir,14.78,No,40.75,South,Low
171789,Clay,5.45,48.63,0.69,0.71,16.95,42.68,1459.12,5.06,3.8,Maize,Vegetative,Kharif,Rainfed,Rainwater,8.66,Yes,40.69,West,Low
82260,Sandy,7.94,50.85,0.5,3.09,36.85,76.03,618.22,4.02,4.23,Wheat,Harvest,Rabi,Rainfed,Reservoir,9.05,No,68.02,Central,Low
291986,Silt,6.51,56.18,1.09,1.28,22.87,46.77,2248.68,5.92,1.09,Maize,Sowing,Rabi,Rainfed,Reservoir,0.59,No,3.44,East,Low
72275,Silt,7.11,50.82,0.79,0.74,35.84,44.66,2117.48,4.63,9.46,Cotton,Sowing,Kharif,Rainfed,River,1.81,Yes,21.43,Central,Low
610757,Loamy,7.21,21.45,1.22,2.23,29.06,35.99,799.21,8.93,5.95,Potato,Flowering,Zaid,Drip,River,12.12,No,70.68,Central,Medium
60119,Sandy,5.53,21.88,1.11,1.95,13.75,66.5,1618.01,6.93,13.42,Cotton,Sowing,Zaid,Sprinkler,River,5.55,No,34.85,Central,Medium
492385,Sandy,6.87,11.83,1.47,0.27,19.54,75.61,2142.59,4.92,0.95,Potato,Sowing,Rabi,Drip,River,3.95,Yes,79.3,Central,Low
530069,Sandy,5.21,59.84,0.63,2.91,20.55,49.97,1328.06,8.89,1.59,Rice,Harvest,Kharif,Drip,Rainwater,0.67,Yes,118.55,North,Low
278329,Silt,6.51,45.03,1.16,3.02,15.99,42.0,1245.54,8.58,0.86,Rice,Vegetative,Rabi,Rainfed,River,14.25,No,33.61,North,Low
607065,Clay,7.98,34.33,0.33,3.43,35.62,56.34,1318.12,10.68,17.55,Potato,Vegetative,Zaid,Drip,Rainwater,9.64,No,73.09,East,Medium
426570,Silt,6.2,61.08,0.74,1.7,19.07,46.92,2343.79,9.24,14.59,Potato,Flowering,Rabi,Drip,River,11.55,Yes,18.38,South,Low
135998,Silt,7.71,62.24,0.5,1.99,29.73,55.99,2291.94,4.54,2.6,Rice,Sowing,Rabi,Sprinkler,Rainwater,9.47,Yes,6.24,East,Low
457326,Loamy,4.83,45.76,0.87,3.23,15.59,46.43,761.63,4.9,9.89,Sugarcane,Harvest,Zaid,Drip,Rainwater,6.77,No,16.43,Central,Low
448888,Clay,6.88,63.96,0.81,1.01,36.44,89.95,2166.69,4.43,14.18,Cotton,Harvest,Rabi,Sprinkler,Rainwater,6.63,No,66.53,East,Low
353720,Loamy,7.23,31.05,0.95,1.74,17.31,25.22,918.15,4.31,18.07,Sugarcane,Harvest,Zaid,Rainfed,Rainwater,14.31,Yes,102.34,West,Low
297742,Clay,6.64,46.04,0.85,2.29,20.76,32.22,1318.73,9.02,9.52,Sugarcane,Vegetative,Zaid,Sprinkler,River,10.57,Yes,51.49,North,Low
2476,Sandy,5.02,27.32,0.33,2.98,22.36,46.3,521.69,6.44,15.26,Maize,Flowering,Zaid,Sprinkler,Rainwater,10.85,No,46.46,West,Medium
547040,Sandy,6.63,34.69,0.77,1.89,33.94,61.46,2089.15,8.73,19.7,Rice,Flowering,Rabi,Canal,Reservoir,11.58,Yes,45.51,North,Medium
6218,Loamy,5.06,21.89,0.76,3.09,38.96,68.48,2088.39,4.06,17.53,Rice,Harvest,Zaid,Drip,Rainwater,4.95,Yes,85.83,West,Low
598505,Clay,5.24,26.4,0.79,0.59,30.59,47.17,2460.85,7.92,6.96,Cotton,Vegetative,Rabi,Sprinkler,Rainwater,6.44,No,24.66,Central,Medium
394899,Sandy,7.55,8.46,0.54,2.29,15.16,73.45,618.36,8.69,12.55,Maize,Flowering,Kharif,Sprinkler,River,12.1,No,98.05,West,High
424364,Clay,6.39,40.11,0.68,1.53,38.5,70.6,1434.5,7.25,3.33,Wheat,Sowing,Zaid,Rainfed,Reservoir,4.38,Yes,99.93,West,Low
250998,Silt,7.09,59.84,0.33,2.29,30.85,76.9,1602.37,7.37,14.51,Rice,Harvest,Zaid,Drip,Groundwater,3.81,No,40.87,South,Low
570180,Loamy,5.93,33.96,1.36,3.25,26.43,76.2,757.73,5.17,1.35,Wheat,Sowing,Kharif,Drip,Groundwater,0.78,No,27.35,East,Low
155939,Loamy,7.25,55.24,0.42,1.67,23.37,81.05,798.74,8.19,19.24,Sugarcane,Flowering,Zaid,Rainfed,Reservoir,10.32,No,81.09,South,Medium
545981,Clay,6.1,61.68,1.53,3.48,20.95,72.18,2472.19,8.89,9.9,Maize,Harvest,Zaid,Canal,River,10.67,Yes,92.53,West,Low
159568,Silt,5.12,22.11,1.07,2.79,32.48,47.57,2069.96,7.87,5.86,Wheat,Harvest,Rabi,Canal,Groundwater,11.63,No,42.07,Central,Medium
414350,Loamy,5.63,28.97,1.21,2.05,21.82,75.13,2196.9,9.11,3.85,Sugarcane,Flowering,Kharif,Drip,Rainwater,2.85,No,37.16,North,Low
527206,Silt,6.68,49.34,0.34,1.32,19.19,61.34,1392.34,8.49,18.49,Wheat,Flowering,Zaid,Rainfed,River,1.04,No,90.74,West,Medium
124448,Silt,7.77,36.01,0.57,2.04,15.93,40.33,2118.38,10.39,15.35,Potato,Vegetative,Zaid,Drip,Reservoir,6.96,No,3.42,South,Medium
625828,Silt,6.39,40.71,0.75,2.13,28.0,38.6,2489.45,4.5,6.65,Sugarcane,Harvest,Zaid,Rainfed,Reservoir,6.01,Yes,3.23,South,Low
344925,Silt,4.86,45.72,1.12,1.86,18.15,30.74,1750.59,8.43,0.56,Maize,Vegetative,Rabi,Rainfed,Reservoir,9.39,Yes,50.47,East,Low
455822,Silt,5.03,36.39,1.3,2.79,21.92,56.39,2284.11,8.55,19.46,Cotton,Vegetative,Rabi,Sprinkler,Rainwater,6.09,Yes,86.37,North,Low
546584,Loamy,7.11,53.88,0.83,1.29,14.89,26.01,1314.23,6.55,9.91,Sugarcane,Sowing,Zaid,Canal,Rainwater,13.61,Yes,5.34,Central,Low
292330,Sandy,7.95,12.19,0.37,1.98,39.37,85.9,177.45,6.43,11.79,Rice,Flowering,Kharif,Rainfed,River,5.82,Yes,73.2,North,High
214868,Sandy,6.16,42.3,1.19,2.78,12.74,82.06,1081.58,7.58,6.44,Cotton,Harvest,Kharif,Sprinkler,Reservoir,10.68,No,30.21,North,Low
549625,Clay,7.56,17.09,1.13,1.24,27.37,32.06,2360.48,6.05,5.38,Rice,Vegetative,Zaid,Canal,Groundwater,10.81,No,52.02,West,Medium
383120,Silt,5.83,29.23,1.59,2.03,24.18,81.61,919.15,5.73,11.19,Cotton,Sowing,Rabi,Drip,Reservoir,0.55,Yes,36.93,South,Low
110892,Sandy,6.29,57.69,1.39,2.89,39.03,31.64,1329.64,5.54,9.51,Sugarcane,Vegetative,Zaid,Canal,River,8.88,Yes,0.02,West,Medium
222321,Clay,7.48,42.74,0.52,3.39,40.86,42.75,1623.59,8.0,9.51,Rice,Vegetative,Zaid,Rainfed,Reservoir,3.81,No,26.07,South,Medium
76795,Silt,5.96,17.78,1.4,2.98,22.7,86.63,2198.91,8.0,2.37,Wheat,Vegetative,Kharif,Sprinkler,Rainwater,10.45,Yes,9.39,North,Medium
98635,Silt,6.81,46.11,0.69,0.68,21.39,75.15,2167.13,4.66,13.15,Wheat,Sowing,Rabi,Canal,Rainwater,6.7,Yes,106.21,South,Low
34241,Sandy,5.14,44.1,0.98,2.25,28.57,67.74,1562.29,5.64,8.33,Wheat,Flowering,Rabi,Canal,River,13.09,No,34.2,East,Medium
8820,Clay,6.09,11.75,0.74,1.52,34.4,54.08,1184.68,7.41,11.32,Potato,Harvest,Zaid,Rainfed,Reservoir,3.54,Yes,109.87,Central,Medium
553556,Loamy,6.89,25.39,0.85,0.46,25.92,78.16,856.0,6.53,9.43,Wheat,Sowing,Zaid,Canal,Reservoir,12.92,Yes,87.88,North,Low
361137,Silt,5.81,24.02,0.75,3.1,22.45,64.04,2146.33,7.1,11.39,Wheat,Vegetative,Kharif,Drip,River,14.41,Yes,106.56,North,Medium
171577,Silt,7.1,36.16,0.74,2.34,25.43,25.78,752.38,6.11,18.05,Rice,Sowing,Rabi,Drip,Rainwater,9.48,No,50.28,South,Low
430072,Silt,5.31,53.35,0.52,2.46,24.83,69.47,766.38,5.17,8.64,Rice,Sowing,Zaid,Rainfed,Rainwater,12.74,Yes,100.13,West,Low
172996,Loamy,6.28,22.04,1.18,2.69,28.35,92.96,2193.8,8.87,8.34,Rice,Flowering,Kharif,Canal,River,10.04,No,51.67,North,Medium
130776,Loamy,6.63,13.42,1.19,1.35,37.85,54.6,1693.15,6.57,9.95,Sugarcane,Vegetative,Rabi,Rainfed,Reservoir,9.91,Yes,62.57,Central,Medium
120906,Loamy,6.65,51.68,0.74,0.93,24.18,93.48,1372.4,5.01,0.74,Sugarcane,Sowing,Rabi,Sprinkler,Rainwater,11.96,Yes,71.18,South,Low
621312,Clay,5.38,59.37,1.17,3.25,14.89,83.73,829.79,8.94,14.59,Maize,Flowering,Rabi,Rainfed,Rainwater,4.23,No,111.23,Central,Medium
374694,Loamy,7.53,13.22,1.29,1.57,30.3,33.0,622.62,10.35,12.71,Maize,Flowering,Kharif,Rainfed,Rainwater,1.19,No,98.16,Central,High
203687,Silt,6.27,11.68,1.27,3.02,39.37,48.1,722.77,8.31,16.97,Sugarcane,Harvest,Rabi,Rainfed,River,7.47,Yes,89.21,North,Medium
611991,Clay,6.72,62.82,1.0,3.34,29.96,81.79,1503.56,9.73,11.29,Cotton,Flowering,Rabi,Sprinkler,River,10.84,Yes,51.35,East,Low
563629,Loamy,7.84,44.97,0.8,0.65,34.58,62.8,2385.24,5.46,14.04,Sugarcane,Vegetative,Zaid,Canal,Reservoir,13.76,Yes,49.02,Central,Medium
172452,Clay,6.05,12.79,0.92,1.51,38.95,37.12,811.69,5.64,11.57,Wheat,Harvest,Zaid,Drip,Reservoir,14.92,No,91.09,North,Medium
218803,Silt,4.99,48.26,0.47,2.19,28.58,72.99,1753.79,8.35,19.54,Maize,Sowing,Rabi,Drip,Groundwater,11.11,Yes,81.78,Central,Low
459171,Clay,6.88,57.91,1.36,0.82,37.94,68.94,678.03,4.93,17.07,Sugarcane,Vegetative,Zaid,Rainfed,Rainwater,3.95,No,78.64,North,Medium
578021,Silt,6.86,40.88,0.33,2.33,28.98,60.78,1086.39,8.86,1.89,Wheat,Harvest,Rabi,Rainfed,River,14.58,No,113.08,East,Low
271453,Loamy,5.63,27.48,1.57,1.68,20.12,28.99,1527.91,4.9,4.2,Cotton,Flowering,Zaid,Canal,Reservoir,7.92,Yes,72.18,West,Low
491136,Loamy,7.6,41.7,1.59,3.33,15.85,62.58,2055.85,9.94,14.03,Sugarcane,Harvest,Kharif,Sprinkler,Reservoir,4.93,No,64.07,South,Low
121688,Sandy,6.7,48.88,0.48,2.27,20.29,60.92,1562.15,5.05,17.21,Potato,Vegetative,Rabi,Sprinkler,Rainwater,12.66,No,92.34,North,Medium
85830,Loamy,7.42,63.1,1.15,1.24,13.45,38.93,1308.98,5.05,16.26,Rice,Harvest,Zaid,Sprinkler,River,8.15,Yes,96.07,West,Low
580638,Clay,4.94,31.45,0.9,2.96,30.85,54.64,2277.0,4.59,10.61,Cotton,Sowing,Kharif,Canal,Rainwater,9.67,Yes,108.84,East,Low
6145,Sandy,7.74,31.7,1.07,3.32,21.93,53.25,1343.16,7.11,13.17,Potato,Flowering,Kharif,Sprinkler,Groundwater,4.95,No,93.19,East,Medium
135127,Sandy,5.3,38.86,0.94,2.33,38.68,38.81,1791.55,8.99,7.88,Maize,Vegetative,Zaid,Canal,Reservoir,4.13,No,112.61,West,Medium
557264,Sandy,7.02,64.17,0.98,2.28,40.64,52.68,1402.0,4.44,7.4,Potato,Sowing,Zaid,Canal,Rainwater,12.0,Yes,68.56,West,Low
428739,Loamy,7.71,56.02,1.07,2.32,14.51,73.84,990.47,9.31,2.39,Maize,Harvest,Zaid,Drip,Groundwater,13.33,Yes,101.3,East,Low
615524,Sandy,5.99,40.25,1.07,0.76,17.17,47.31,1049.31,9.7,15.02,Maize,Vegetative,Zaid,Rainfed,Rainwater,12.37,Yes,45.35,Central,Low
490628,Clay,6.85,28.22,0.83,2.4,37.08,77.89,2199.56,8.99,0.82,Sugarcane,Sowing,Kharif,Drip,Reservoir,10.06,Yes,108.32,South,Low
520633,Loamy,6.52,34.64,1.5,0.24,17.42,53.03,2470.12,6.37,6.05,Potato,Sowing,Kharif,Canal,Groundwater,11.35,Yes,49.72,Central,Low
542598,Clay,5.48,52.38,1.52,0.47,30.86,92.51,853.63,8.54,19.65,Potato,Flowering,Zaid,Sprinkler,Rainwater,10.84,No,49.92,North,Medium
121015,Clay,6.25,31.86,1.16,2.42,39.63,30.4,1458.7,6.05,5.16,Wheat,Vegetative,Rabi,Drip,River,12.91,No,46.51,North,Medium
357216,Clay,7.5,55.31,0.33,2.93,30.02,37.71,2376.61,6.44,11.32,Sugarcane,Harvest,Zaid,Canal,Rainwater,2.67,No,111.27,West,Low
436670,Loamy,5.19,49.64,0.65,2.32,18.82,66.1,2118.55,5.11,10.46,Wheat,Vegetative,Rabi,Rainfed,Groundwater,9.36,No,23.88,North,Medium
597797,Silt,6.42,52.56,0.83,0.49,29.11,94.75,2210.26,4.02,2.39,Wheat,Harvest,Kharif,Canal,Groundwater,12.96,No,8.62,West,Low
466536,Loamy,8.01,33.41,0.67,0.59,28.65,84.92,1753.8,5.74,6.48,Wheat,Harvest,Rabi,Drip,Rainwater,13.52,No,98.37,South,Low
598056,Sandy,5.1,8.33,0.92,1.41,25.86,73.45,2357.64,6.75,12.78,Potato,Flowering,Zaid,Canal,Rainwater,6.42,Yes,86.9,East,Medium
342454,Silt,7.08,40.68,0.34,0.59,38.87,88.67,2138.36,9.87,2.54,Rice,Harvest,Rabi,Canal,Groundwater,12.83,Yes,50.48,West,Low
87960,Silt,7.72,25.32,1.1,3.22,32.69,72.18,1748.03,8.43,17.41,Maize,Flowering,Rabi,Canal,Reservoir,2.41,No,57.44,East,Medium
228679,Sandy,7.03,23.92,0.97,1.65,34.35,47.47,1419.36,4.5,6.71,Rice,Harvest,Rabi,Sprinkler,River,9.93,No,113.08,South,Medium
243575,Sandy,7.16,23.79,0.44,0.97,30.84,58.92,2175.11,8.69,1.66,Potato,Vegetative,Zaid,Sprinkler,Rainwater,8.99,Yes,77.65,West,Medium
260532,Silt,6.94,14.03,0.36,1.53,15.71,63.0,1778.9,6.09,10.77,Cotton,Flowering,Rabi,Rainfed,Reservoir,2.2,Yes,54.74,South,Medium
561693,Sandy,6.01,10.59,1.01,1.79,22.32,55.99,691.29,4.47,1.31,Potato,Vegetative,Rabi,Canal,Rainwater,7.25,No,92.11,East,Medium
315008,Loamy,7.97,35.13,0.44,0.15,15.11,82.09,875.53,10.78,12.88,Maize,Flowering,Kharif,Drip,Reservoir,6.38,No,23.32,West,Medium
19845,Clay,5.7,60.24,0.44,0.91,30.58,51.63,946.32,6.25,3.46,Rice,Harvest,Kharif,Drip,Rainwater,14.67,No,27.45,East,Low
154731,Silt,5.21,10.23,0.64,0.95,30.69,81.33,1515.05,5.94,18.08,Wheat,Flowering,Rabi,Drip,Rainwater,0.82,No,46.51,South,High
356602,Loamy,5.37,49.8,1.01,1.51,30.48,60.26,2228.12,4.98,16.59,Cotton,Vegetative,Kharif,Sprinkler,Groundwater,4.49,No,21.74,East,Medium
407744,Loamy,7.62,40.23,1.08,3.26,24.73,37.68,1877.04,10.16,18.39,Wheat,Sowing,Kharif,Canal,Reservoir,6.26,No,35.68,North,Low
567438,Silt,7.95,38.61,1.46,0.27,28.37,79.97,2376.61,8.64,1.76,Maize,Harvest,Zaid,Rainfed,Rainwater,3.62,No,36.9,South,Low
38531,Silt,7.36,44.69,0.43,0.93,39.78,55.49,1711.8,8.89,8.36,Maize,Harvest,Kharif,Rainfed,River,12.96,No,17.08,West,Low
440976,Loamy,7.37,33.39,1.02,2.34,20.36,86.82,2266.56,10.5,17.01,Rice,Harvest,Kharif,Sprinkler,Reservoir,6.71,No,117.3,West,Low
176052,Sandy,7.56,36.82,0.63,2.57,17.8,64.41,1558.01,5.89,16.47,Cotton,Vegetative,Rabi,Rainfed,Reservoir,2.73,Yes,9.12,West,Low
217575,Clay,6.41,24.66,1.4,2.25,20.68,78.56,2115.59,7.63,12.74,Rice,Flowering,Zaid,Drip,River,9.14,Yes,30.47,North,Medium
343868,Sandy,6.75,22.86,1.58,2.6,18.42,51.29,766.75,10.44,12.46,Rice,Vegetative,Kharif,Canal,Rainwater,8.38,Yes,30.76,North,Medium
338595,Loamy,6.84,27.04,0.93,0.25,33.93,68.58,2153.94,8.91,2.84,Sugarcane,Sowing,Zaid,Rainfed,Groundwater,6.51,No,52.72,South,Low
204437,Loamy,5.53,48.67,0.46,2.21,31.67,56.06,734.23,8.13,11.1,Rice,Vegetative,Kharif,Rainfed,Reservoir,8.46,Yes,85.89,Central,Medium
157301,Loamy,7.41,45.48,0.84,1.72,27.15,61.72,1575.41,8.28,15.4,Rice,Sowing,Kharif,Canal,Reservoir,14.71,Yes,33.27,West,Low
186419,Silt,6.8,52.82,1.46,1.14,22.88,85.01,1214.67,9.83,11.12,Rice,Sowing,Rabi,Sprinkler,Rainwater,1.2,No,40.68,East,Low
107491,Loamy,5.45,45.31,0.98,0.7,19.07,85.0,1156.85,4.47,3.4,Maize,Vegetative,Rabi,Rainfed,Rainwater,9.57,Yes,57.47,West,Low
512672,Clay,5.22,52.85,1.07,3.47,22.47,41.42,2330.01,7.59,8.8,Sugarcane,Vegetative,Kharif,Drip,Rainwater,14.07,No,95.56,Central,Low
497189,Clay,5.79,42.84,1.37,1.24,18.49,54.14,2471.26,5.84,18.24,Maize,Flowering,Rabi,Canal,Groundwater,2.08,No,111.63,East,Medium
52817,Loamy,6.51,23.48,1.41,1.72,15.74,40.57,982.4,7.52,12.67,Sugarcane,Vegetative,Zaid,Drip,Rainwater,2.72,No,24.44,South,Medium
430639,Loamy,5.93,44.29,0.92,2.08,22.36,64.42,2047.21,9.61,8.71,Potato,Harvest,Zaid,Drip,Rainwater,3.53,Yes,96.93,Central,Low
466558,Silt,7.37,38.06,0.99,1.77,27.91,45.39,766.38,4.31,10.07,Sugarcane,Harvest,Kharif,Drip,Rainwater,14.18,Yes,9.09,South,Low
233598,Loamy,7.71,8.74,1.37,2.46,26.47,82.75,871.21,9.06,7.77,Maize,Sowing,Kharif,Drip,Groundwater,11.24,Yes,92.22,East,Low
24908,Clay,7.48,18.97,0.75,0.59,19.42,86.7,1557.75,8.49,17.49,Rice,Harvest,Rabi,Canal,Groundwater,6.43,No,91.08,Central,Medium
57099,Sandy,7.42,11.93,1.17,0.45,16.74,80.3,1257.32,7.52,15.51,Wheat,Flowering,Kharif,Canal,Reservoir,10.74,Yes,29.44,East,Medium
166768,Silt,5.02,32.76,1.14,3.05,31.58,38.43,2103.82,8.29,16.33,Sugarcane,Harvest,Kharif,Canal,Groundwater,9.78,No,52.8,East,Low
513454,Clay,5.94,28.52,0.55,0.88,27.55,31.82,995.58,4.72,14.98,Maize,Vegetative,Rabi,Sprinkler,Rainwater,7.19,No,26.11,South,Medium
258688,Loamy,6.05,44.97,1.12,3.11,17.11,65.97,2428.44,9.1,7.33,Wheat,Harvest,Kharif,Rainfed,Reservoir,9.78,Yes,94.31,North,Low
13490,Silt,6.04,41.64,1.41,1.35,39.62,57.36,1798.84,9.87,16.27,Cotton,Harvest,Rabi,Drip,Reservoir,13.35,Yes,49.02,Central,Low
224622,Silt,7.73,16.99,0.55,0.91,22.91,47.9,1498.88,9.79,3.23,Cotton,Flowering,Rabi,Sprinkler,River,14.58,No,78.41,South,Medium
175189,Loamy,7.61,20.05,0.95,2.29,19.24,27.21,2351.41,5.5,4.8,Wheat,Harvest,Zaid,Canal,Groundwater,1.2,No,113.5,East,Low
222690,Sandy,5.59,55.24,1.04,3.49,18.2,61.75,1114.68,5.11,19.22,Rice,Flowering,Zaid,Rainfed,River,13.52,No,19.07,North,Medium
116584,Sandy,6.35,24.11,1.08,3.11,14.79,28.81,1064.95,8.47,1.95,Maize,Vegetative,Kharif,Rainfed,Groundwater,9.2,No,95.56,East,Medium
603839,Silt,5.61,11.41,1.01,1.86,33.56,82.76,1589.75,9.12,14.61,Cotton,Vegetative,Kharif,Drip,River,8.88,Yes,9.73,Central,Medium
180535,Sandy,7.55,52.81,0.83,3.23,28.13,52.09,2472.42,9.35,3.35,Sugarcane,Vegetative,Rabi,Canal,Rainwater,6.78,Yes,9.02,Central,Low
21179,Sandy,6.85,24.25,1.41,2.89,34.65,73.08,777.51,8.93,13.91,Wheat,Vegetative,Rabi,Rainfed,River,1.81,No,107.92,North,High
